01175111,อยู่ดีมีสุข,พลศึกษา
01175112,อยู่ดีมีสุข,พลศึกษา
01175113,อยู่ดีมีสุข,พลศึกษา
01175114,อยู่ดีมีสุข,พลศึกษา
01175115,อยู่ดีมีสุข,พลศึกษา
01175117,อยู่ดีมีสุข,พลศึกษา
01175118,อยู่ดีมีสุข,พลศึกษา
01175119,อยู่ดีมีสุข,พลศึกษา
01175121,อยู่ดีมีสุข,พลศึกษา
01175122,อยู่ดีมีสุข,พลศึกษา
01175123,อยู่ดีมีสุข,พลศึกษา
01175124,อยู่ดีมีสุข,พลศึกษา
01175125,อยู่ดีมีสุข,พลศึกษา
01175126,อยู่ดีมีสุข,พลศึกษา
01175127,อยู่ดีมีสุข,พลศึกษา
01175128,อยู่ดีมีสุข,พลศึกษา
01175129,อยู่ดีมีสุข,พลศึกษา
01175131,อยู่ดีมีสุข,พลศึกษา
01175133,อยู่ดีมีสุข,พลศึกษา
01175134,อยู่ดีมีสุข,พลศึกษา
01175141,อยู่ดีมีสุข,พลศึกษา
01175142,อยู่ดีมีสุข,พลศึกษา
01175143,อยู่ดีมีสุข,พลศึกษา
01175144,อยู่ดีมีสุข,พลศึกษา
01175151,อยู่ดีมีสุข,พลศึกษา
01175152,อยู่ดีมีสุข,พลศึกษา
01175153,อยู่ดีมีสุข,พลศึกษา
01175154,อยู่ดีมีสุข,พลศึกษา
01175155,อยู่ดีมีสุข,พลศึกษา
01175156,อยู่ดีมีสุข,พลศึกษา
01175157,อยู่ดีมีสุข,พลศึกษา
01175159,อยู่ดีมีสุข,พลศึกษา
01175161,อยู่ดีมีสุข,พลศึกษา
01175162,อยู่ดีมีสุข,พลศึกษา
01175163,อยู่ดีมีสุข,พลศึกษา
01175164,อยู่ดีมีสุข,พลศึกษา
01175165,อยู่ดีมีสุข,พลศึกษา
01175166,อยู่ดีมีสุข,พลศึกษา
01175167,อยู่ดีมีสุข,พลศึกษา
01175168,อยู่ดีมีสุข,พลศึกษา
01175169,อยู่ดีมีสุข,พลศึกษา
01101102,อยู่ดีมีสุข,อื่น ๆ
01173151,อยู่ดีมีสุข,อื่น ๆ
01174231,อยู่ดีมีสุข,อื่น ๆ
01176141,อยู่ดีมีสุข,อื่น ๆ
01387101,อยู่ดีมีสุข,อื่น ๆ
01387103,อยู่ดีมีสุข,อื่น ๆ
01402101,อยู่ดีมีสุข,อื่น ๆ
01421201,อยู่ดีมีสุข,อื่น ๆ
01453102,อยู่ดีมีสุข,อื่น ๆ
01459101,อยู่ดีมีสุข,อื่น ๆ
01459102,อยู่ดีมีสุข,อื่น ๆ
01999011,อยู่ดีมีสุข,อื่น ๆ
01999012,อยู่ดีมีสุข,อื่น ๆ
01999033,อยู่ดีมีสุข,อื่น ๆ
01999036,อยู่ดีมีสุข,อื่น ๆ
01999048,อยู่ดีมีสุข,อื่น ๆ
01999051,อยู่ดีมีสุข,อื่น ๆ
01999213,อยู่ดีมีสุข,อื่น ๆ
02032303,อยู่ดีมีสุข,อื่น ๆ
02724012,อยู่ดีมีสุข,อื่น ๆ
02727101,อยู่ดีมีสุข,อื่น ๆ
02999044,อยู่ดีมีสุข,อื่น ๆ
02999045,อยู่ดีมีสุข,อื่น ๆ
01005101,ศาสตร์แห่งผู้ประกอบการ,-
01131111,ศาสตร์แห่งผู้ประกอบการ,-
01132101,ศาสตร์แห่งผู้ประกอบการ,-
01200101,ศาสตร์แห่งผู้ประกอบการ,-
01418102,ศาสตร์แห่งผู้ประกอบการ,-
01177141,ศาสตร์แห่งผู้ประกอบการ,-
01101101,ศาสตร์แห่งผู้ประกอบการ,-
01999041,ศาสตร์แห่งผู้ประกอบการ,-
01999043,ศาสตร์แห่งผู้ประกอบการ,-
01714101,ศาสตร์แห่งผู้ประกอบการ,-
02717011,ศาสตร์แห่งผู้ประกอบการ,-
02721121,ศาสตร์แห่งผู้ประกอบการ,-
01999111,พลเมืองไทยและพลเมืองโลก,ศาสตร์แห่งแผ่นดิน
01001317,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01015202,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01174122,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01350101,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01387104,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01390102,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01301101,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01455101,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01460101,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01999031,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01999032,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01999046,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01999047,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01999141,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
02999042,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
02999144,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
02999147,พลเมืองไทยและพลเมืองโลก,อื่น ๆ
01361101,ภาษากับการสื่อสาร,ภาษาไทย
01361102,ภาษากับการสื่อสาร,ภาษาไทย
01361103,ภาษากับการสื่อสาร,ภาษาไทย
01999021,ภาษากับการสื่อสาร,ภาษาไทย
01999022,ภาษากับการสื่อสาร,ภาษาไทย
02701011,ภาษากับการสื่อสาร,ภาษาไทย
01354311,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01354312,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01354411,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355111,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355112,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355113,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355114,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355115,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355201,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355202,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355203,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355204,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355205,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355206,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355207,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355208,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355209,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355302,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01355303,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01356101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01356102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01356103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01356104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01357111,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01357112,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01357113,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01357114,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01358101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01358102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01358103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01358104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01362101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01362102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01362103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01362104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01362105,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01367311,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01367312,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01367411,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01395101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01395102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01395103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01395104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01395105,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398105,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01398106,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399101,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399102,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399103,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399104,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399105,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01399106,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
02724011,ภาษากับการสื่อสาร,ภาษาต่างประเทศ 1 ภาษา
01371111,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
01418104,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
01418111,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
01999013,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
01999023,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
02729102,ภาษากับการสื่อสาร,สารสนเทศ/คอมพิวเตอร์
01007101,สุนทรียศาสตร์,-
01009102,สุนทรียศาสตร์,-
01240011,สุนทรียศาสตร์,-
01255101,สุนทรียศาสตร์,-
01373102,สุนทรียศาสตร์,-
01376101,สุนทรียศาสตร์,-
01387102,สุนทรียศาสตร์,-
01420201,สุนทรียศาสตร์,-
01999034,สุนทรียศาสตร์,-
01999035,สุนทรียศาสตร์,-
02708102,สุนทรียศาสตร์,-
02727102,สุนทรียศาสตร์,-
02999037,สุนทรียศาสตร์,-